id,name,status,species,type,gender,image,episode,url,created,origin.name,origin.url,location.name,location.url
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/1,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/2,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/3,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/4,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/5,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/6,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/7,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/9,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/11,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/12,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/13,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/14,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/15,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
1,Rick Sanchez,Alive,Human,,Male,https://rickandmortyapi.com/api/character/avatar/1.jpeg,https://rickandmortyapi.com/api/episode/16,https://rickandmortyapi.com/api/character/1,2017-11-04T18:48:46.250Z,Earth (C-137),https://rickandmortyapi.com/api/location/1,Citadel of Ricks,https://rickandmortyapi.com/api/location/3
